,cnae_fiscal,cnae_fiscal_desc,uf,mun,quant,mun_uf,codigo_ibge,latitude,longitude;
199,230600,Atividades de apoio à produção florestal,pr,palmas,291.62,palmas - pr,4117602,-26.4839,-51.9888;
200,230600,Atividades de apoio à produção florestal,pr,palmas,391.3,palmas - pr,4117602,-26.4839,-51.9888;
201,230600,Atividades de apoio à produção florestal,pr,palmas,376.0,palmas - pr,4117602,-26.4839,-51.9888;
202,230600,Atividades de apoio à produção florestal,pr,palmas,369.0,palmas - pr,4117602,-26.4839,-51.9888;
203,230600,Atividades de apoio à produção florestal,pr,palmas,450.26,palmas - pr,4117602,-26.4839,-51.9888;
"204,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pe,limoeiro,0.01,limoeiro - pe,2608909,-7.8726,-35.4402";
"205,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",pe,limoeiro,0.01,limoeiro - pe,2608909,-7.8726,-35.4402";
206,1053800,Fabricação de sorvetes e outros gelados comestíveis,pr,marumbi,0.19,marumbi - pr,4115507,-23.7058,-51.6404;
207,1053800,Fabricação de sorvetes e outros gelados comestíveis,pr,marumbi,0.56,marumbi - pr,4115507,-23.7058,-51.6404;
208,1053800,Fabricação de sorvetes e outros gelados comestíveis,pr,marumbi,0.29,marumbi - pr,4115507,-23.7058,-51.6404;
209,1053800,Fabricação de sorvetes e outros gelados comestíveis,pr,marumbi,0.25,marumbi - pr,4115507,-23.7058,-51.6404;
210,1053800,Fabricação de sorvetes e outros gelados comestíveis,pr,marumbi,0.18,marumbi - pr,4115507,-23.7058,-51.6404;
211,1053800,Fabricação de sorvetes e outros gelados comestíveis,pr,marumbi,0.26,marumbi - pr,4115507,-23.7058,-51.6404;
212,1053800,Fabricação de sorvetes e outros gelados comestíveis,pr,marumbi,0.17,marumbi - pr,4115507,-23.7058,-51.6404;
"213,2219600,""Fabricação de artefatos de borracha não especificados ";
"anteriormente"",rj,paraiba do sul,0.16,paraiba do sul - rj,3303708,-22.1585,-43.303999999999995";
"214,2219600,""Fabricação de artefatos de borracha não especificados ";
"anteriormente"",rj,paraiba do sul,0.35,paraiba do sul - rj,3303708,-22.1585,-43.303999999999995";
215,1052000,Fabricação de laticínios,sp,bernardino de campos,1.0,bernardino de campos - sp,3506300,-23.0164,-49.4679;
216,1052000,Fabricação de laticínios,sp,bernardino de campos,1.0,bernardino de campos - sp,3506300,-23.0164,-49.4679;
217,1052000,Fabricação de laticínios,sp,bernardino de campos,1.0,bernardino de campos - sp,3506300,-23.0164,-49.4679;
218,1052000,Fabricação de laticínios,sp,bernardino de campos,1.0,bernardino de campos - sp,3506300,-23.0164,-49.4679;
219,1052000,Fabricação de laticínios,sp,bernardino de campos,1.0,bernardino de campos - sp,3506300,-23.0164,-49.4679;
220,1052000,Fabricação de laticínios,sp,bernardino de campos,1.0,bernardino de campos - sp,3506300,-23.0164,-49.4679;
221,1052000,Fabricação de laticínios,sp,bernardino de campos,1.0,bernardino de campos - sp,3506300,-23.0164,-49.4679;
222,1052000,Fabricação de laticínios,sp,bernardino de campos,0.01,bernardino de campos - sp,3506300,-23.0164,-49.4679;
223,8599604,Treinamento em desenvolvimento profissional e gerencial,pr,quatigua,36.98,quatigua - pr,4120705,-23.5671,-49.916000000000004;
224,8599604,Treinamento em desenvolvimento profissional e gerencial,pr,quatigua,36.98,quatigua - pr,4120705,-23.5671,-49.916000000000004;
225,8599604,Treinamento em desenvolvimento profissional e gerencial,pr,quatigua,36.98,quatigua - pr,4120705,-23.5671,-49.916000000000004;
226,7112000,Serviços de engenharia,pr,campo largo,16.51,campo largo - pr,4104204,-25.4525,-49.528999999999996;
227,7112000,Serviços de engenharia,pr,campo largo,0.0,campo largo - pr,4104204,-25.4525,-49.528999999999996;
228,7112000,Serviços de engenharia,pr,campo largo,0.09,campo largo - pr,4104204,-25.4525,-49.528999999999996;
229,7112000,Serviços de engenharia,pr,campo largo,0.35,campo largo - pr,4104204,-25.4525,-49.528999999999996;
230,7112000,Serviços de engenharia,pr,campo largo,0.0,campo largo - pr,4104204,-25.4525,-49.528999999999996;
231,7112000,Serviços de engenharia,pr,campo largo,0.0,campo largo - pr,4104204,-25.4525,-49.528999999999996;
232,2513600,Fabricação de obras de caldeiraria pesada,ba,camacari,222.0,camacari - ba,2905701,-12.6996,-38.3263;
233,2513600,Fabricação de obras de caldeiraria pesada,ba,camacari,222.0,camacari - ba,2905701,-12.6996,-38.3263;
"234,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,brusque,8.43,brusque - sc,4202909,-27.0977,-48.9107";
"235,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,brusque,8.43,brusque - sc,4202909,-27.0977,-48.9107";
"236,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,brusque,8.43,brusque - sc,4202909,-27.0977,-48.9107";
"237,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,brusque,8.43,brusque - sc,4202909,-27.0977,-48.9107";
"238,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,brusque,9.39,brusque - sc,4202909,-27.0977,-48.9107";
"239,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,brusque,9.39,brusque - sc,4202909,-27.0977,-48.9107";
"240,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,brusque,9.0,brusque - sc,4202909,-27.0977,-48.9107";
"241,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,brusque,9.0,brusque - sc,4202909,-27.0977,-48.9107";
"242,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,bauru,0.0,bauru - sp,3506003,-22.3246,-49.0871";
"243,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,bauru,0.0,bauru - sp,3506003,-22.3246,-49.0871";
"244,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,bauru,0.0,bauru - sp,3506003,-22.3246,-49.0871";
245,1099699,Fabricação de outros produtos alimentícios não especificados anteriormente,pr,castro,0.32,castro - pr,4104907,-24.7891,-50.0108;
246,1099699,Fabricação de outros produtos alimentícios não especificados anteriormente,pr,castro,2.14,castro - pr,4104907,-24.7891,-50.0108;
"247,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,cajamar,0.06,cajamar - sp,3509205,-23.355,-46.8781";
"248,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,cajamar,0.1,cajamar - sp,3509205,-23.355,-46.8781";
"249,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,cajamar,0.06,cajamar - sp,3509205,-23.355,-46.8781";
"250,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,cajamar,0.15,cajamar - sp,3509205,-23.355,-46.8781";
"251,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,cajamar,0.27,cajamar - sp,3509205,-23.355,-46.8781";
"252,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,cajamar,0.41,cajamar - sp,3509205,-23.355,-46.8781";
"253,2063100,""Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"",sp,cajamar,0.17,cajamar - sp,3509205,-23.355,-46.8781";
"254,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",sp,catanduva,0.05,catanduva - sp,3511102,-21.1314,-48.977";
"255,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",sp,catanduva,0.05,catanduva - sp,3511102,-21.1314,-48.977";
"256,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",sp,catanduva,0.05,catanduva - sp,3511102,-21.1314,-48.977";
"257,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",sp,catanduva,400.0,catanduva - sp,3511102,-21.1314,-48.977";
"258,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",sp,catanduva,840.0,catanduva - sp,3511102,-21.1314,-48.977";
"259,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",sp,catanduva,1048.0,catanduva - sp,3511102,-21.1314,-48.977";
"260,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",sp,catanduva,1218.0,catanduva - sp,3511102,-21.1314,-48.977";
"261,2013402,""Fabricação de adubos e fertilizantes, exceto organo-minerais"",sp,catanduva,840.0,catanduva - sp,3511102,-21.1314,-48.977";
"262,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",rs,arvorezinha,0.1,arvorezinha - rs,4301404,-28.8737,-52.1781";
"263,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",rs,arvorezinha,0.15,arvorezinha - rs,4301404,-28.8737,-52.1781";
"264,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",rs,arvorezinha,0.18,arvorezinha - rs,4301404,-28.8737,-52.1781";
"265,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",rs,arvorezinha,0.21,arvorezinha - rs,4301404,-28.8737,-52.1781";
"266,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",rs,arvorezinha,0.8,arvorezinha - rs,4301404,-28.8737,-52.1781";
"267,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",rs,arvorezinha,0.7,arvorezinha - rs,4301404,-28.8737,-52.1781";
"268,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",rs,arvorezinha,0.8,arvorezinha - rs,4301404,-28.8737,-52.1781";
"269,1099605,""Fabricação de produtos para infusão (chá, mate, etc.)"",rs,arvorezinha,0.9,arvorezinha - rs,4301404,-28.8737,-52.1781";
270,1314600,Fabricação de linhas para costurar e bordar,sp,nova odessa,0.0,nova odessa - sp,3533403,-22.7832,-47.2941;
271,1314600,Fabricação de linhas para costurar e bordar,sp,nova odessa,0.0,nova odessa - sp,3533403,-22.7832,-47.2941;
272,1314600,Fabricação de linhas para costurar e bordar,sp,nova odessa,0.0,nova odessa - sp,3533403,-22.7832,-47.2941;
273,1314600,Fabricação de linhas para costurar e bordar,sp,nova odessa,0.0,nova odessa - sp,3533403,-22.7832,-47.2941;
274,1314600,Fabricação de linhas para costurar e bordar,sp,nova odessa,0.0,nova odessa - sp,3533403,-22.7832,-47.2941;
275,1314600,Fabricação de linhas para costurar e bordar,sp,nova odessa,0.0,nova odessa - sp,3533403,-22.7832,-47.2941;
276,1314600,Fabricação de linhas para costurar e bordar,sp,nova odessa,0.0,nova odessa - sp,3533403,-22.7832,-47.2941;
277,1314600,Fabricação de linhas para costurar e bordar,sp,nova odessa,0.0,nova odessa - sp,3533403,-22.7832,-47.2941;
"278,1922599,""Fabricação de outros produtos derivados do petróleo, exceto produtos do refino"",pr,araucaria,0.01,araucaria - pr,4101804,-25.5859,-49.4047";
"279,1922599,""Fabricação de outros produtos derivados do petróleo, exceto produtos do refino"",pr,araucaria,0.01,araucaria - pr,4101804,-25.5859,-49.4047";
"280,1922599,""Fabricação de outros produtos derivados do petróleo, exceto produtos do refino"",pr,araucaria,0.01,araucaria - pr,4101804,-25.5859,-49.4047";
281,1091101,Fabricação de produtos de panificação industrial,mg,joao monlevade,0.2,joao monlevade - mg,3136207,-19.8126,-43.1735;
282,1013901,Fabricação de produtos de carne,rj,bom jardim,0.12,bom jardim - rj,3300506,-22.1545,-42.4251;
283,1013901,Fabricação de produtos de carne,rj,bom jardim,0.12,bom jardim - rj,3300506,-22.1545,-42.4251;
284,1013901,Fabricação de produtos de carne,rj,bom jardim,0.1,bom jardim - rj,3300506,-22.1545,-42.4251;
285,1013901,Fabricação de produtos de carne,rj,bom jardim,0.08,bom jardim - rj,3300506,-22.1545,-42.4251;
"286,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",ms,selviria,0.04,selviria - ms,5007802,-20.3637,-51.4192";
287,3839499,Recuperação de materiais não especificados anteriormente,pr,mandirituba,4.54,mandirituba - pr,4114302,-25.776999999999997,-49.3282;
288,3839499,Recuperação de materiais não especificados anteriormente,pr,mandirituba,9.05,mandirituba - pr,4114302,-25.776999999999997,-49.3282;
"289,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",es,serra,0.45,serra - es,3205002,-20.121,-40.3074";
"290,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",es,serra,0.08,serra - es,3205002,-20.121,-40.3074";
"291,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",es,serra,0.1,serra - es,3205002,-20.121,-40.3074";
"292,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",es,serra,0.07,serra - es,3205002,-20.121,-40.3074";
"293,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",es,serra,0.02,serra - es,3205002,-20.121,-40.3074";
"294,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",es,serra,0.03,serra - es,3205002,-20.121,-40.3074";
"295,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",sp,jundiai,1.54,jundiai - sp,3525904,-23.1852,-46.8974";
"296,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",sp,jundiai,0.98,jundiai - sp,3525904,-23.1852,-46.8974";
"297,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",sp,jundiai,3.01,jundiai - sp,3525904,-23.1852,-46.8974";
"298,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",sp,jundiai,2.02,jundiai - sp,3525904,-23.1852,-46.8974";
"299,2812700,""Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"",sp,jundiai,2.02,jundiai - sp,3525904,-23.1852,-46.8974";
"300,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,guaramirim,4.74,guaramirim - sc,4206504,-26.4688,-49.0026";
"301,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,guaramirim,4.72,guaramirim - sc,4206504,-26.4688,-49.0026";
"302,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,guaramirim,4.72,guaramirim - sc,4206504,-26.4688,-49.0026";
"303,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,guaramirim,4.74,guaramirim - sc,4206504,-26.4688,-49.0026";
"304,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,guaramirim,4.74,guaramirim - sc,4206504,-26.4688,-49.0026";
"305,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,guaramirim,4.76,guaramirim - sc,4206504,-26.4688,-49.0026";
"306,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,guaramirim,0.7,guaramirim - sc,4206504,-26.4688,-49.0026";
"307,1340502,""Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário"",sc,guaramirim,27.64,guaramirim - sc,4206504,-26.4688,-49.0026";
308,9601701,Lavanderias,sc,apiuna,5.22,apiuna - sc,4201257,-27.0375,-49.3885;
309,9601701,Lavanderias,sc,apiuna,3.94,apiuna - sc,4201257,-27.0375,-49.3885;
310,9601701,Lavanderias,sc,apiuna,4.11,apiuna - sc,4201257,-27.0375,-49.3885;
311,2449199,Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente,rs,novo hamburgo,0.0,novo hamburgo - rs,4313409,-29.6875,-51.1328;
"312,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,dianopolis,10.0,dianopolis - to,1707009,-11.624,-46.8198";
"313,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,dianopolis,2.0,dianopolis - to,1707009,-11.624,-46.8198";
"314,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,dianopolis,10.0,dianopolis - to,1707009,-11.624,-46.8198";
"315,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,dianopolis,10.0,dianopolis - to,1707009,-11.624,-46.8198";
"316,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,dianopolis,10.0,dianopolis - to,1707009,-11.624,-46.8198";
"317,2342702,""Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"",to,dianopolis,8.0,dianopolis - to,1707009,-11.624,-46.8198";
